Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2004-05-26 17:38:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,TENDERLOIN,"ARREST, BOOKED",FULTON ST / LARKIN ST,-122.416769999711,37.7795845776445
2012-07-25 13:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-11-11 15:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,CENTRAL,NONE,SACRAMENTO ST / STOCKTON ST,-122.407729769998,37.7931773025607
2004-05-12 11:15:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,MISSION,"ARREST, BOOKED",800 Block of VALENCIA ST,-122.421380986073,37.7589148884581
2012-07-29 12:50:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,SOUTHERN,"ARREST, BOOKED",0 Block of LANGTON ST,-122.409202487854,37.77689582101829
2014-01-11 17:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,BAYVIEW,NONE,200 Block of MENDELL ST,-122.38405953488301,37.741544408704904
2008-02-19 22:17:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Tuesday,TENDERLOIN,"ARREST, BOOKED",TURK ST / JONES ST,-122.41241426358101,37.7830037964534
2003-09-15 09:00:00,MISSING PERSON,MISSING ADULT,Monday,MISSION,LOCATED,3100 Block of 24TH ST,-122.415713588521,37.7523514545194
2011-07-15 15:00:00,OTHER OFFENSES,FALSE PERSONATION,Friday,SOUTHERN,NONE,0 Block of 6TH ST,-122.40950430935,37.781526271747
2004-04-16 14:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TARAVAL,NONE,LENOX WY / ULLOA ST,-122.46612320148,37.7410424509996
2013-11-01 00:01:00,NON-CRIMINAL,CASE CLOSURE,Friday,NORTHERN,UNFOUNDED,1000 Block of FILLMORE ST,-122.431927647615,37.779098324318106
2010-11-02 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,BAYVIEW,NONE,200 Block of HARBOR RD,-122.37826801848101,37.7323807302226
2011-09-20 18:12:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,SOUTHERN,JUVENILE DIVERTED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2013-02-22 22:36:00,WEAPON LAWS,POSS OF LOADED FIREARM,Friday,PARK,JUVENILE BOOKED,EDDY ST / SCOTT ST,-122.437262577518,37.7808016285055
2013-09-03 20:15:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,NORTHERN,"ARREST, BOOKED",900 Block of GEARY ST,-122.418940110957,37.7860492230028
2015-02-19 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,400 Block of PARIS ST,-122.435066260529,37.7216178242752
2003-05-04 20:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,PARK,NONE,DIVISADERO ST / EDDY ST,-122.438928631172,37.78058744901779
2008-04-01 01:48:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,SOUTHERN,"ARREST, BOOKED",100 Block of CLARA ST,-122.40218404611299,37.7795339665941
2011-03-23 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,RICHMOND,NONE,700 Block of 42ND AV,-122.50267087385599,37.7745159726734
2010-06-04 15:20:00,MISSING PERSON,MISSING JUVENILE,Friday,MISSION,LOCATED,3600 Block of 24TH ST,-122.423428890315,37.7518866633779
2014-04-06 14:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-03-05 18:30:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,SOUTHERN,NONE,700 Block of 7TH ST,-122.401173275929,37.7715097013946
2004-05-26 16:30:00,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Wednesday,BAYVIEW,NONE,6600 Block of 3RD ST,-122.39831531485599,37.7181339755846
2006-08-27 09:50:00,OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,Sunday,SOUTHERN,JUVENILE DIVERTED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-07-16 12:45:00,KIDNAPPING,FALSE IMPRISONMENT,Saturday,SOUTHERN,"ARREST, BOOKED",900 Block of MISSION ST,-122.40805253847,37.7815668300024
2006-10-07 03:59:00,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",2300 Block of MISSION ST,-122.41905886810301,37.7594227506297
2009-09-16 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,16TH ST / GUERRERO ST,-122.424104315404,37.764782816589296
2005-09-05 17:00:00,ASSAULT,BATTERY,Monday,MISSION,"ARREST, BOOKED",700 Block of POTRERO AV,-122.407134232197,37.759993158273
2003-03-18 14:07:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,INGLESIDE,NONE,1300 Block of GOETTINGEN ST,-122.40177267372,37.71546375019521
2006-02-08 14:02:00,WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
2012-02-23 16:50:00,WARRANTS,WARRANT ARREST,Thursday,NORTHERN,NONE,HAYES ST / OCTAVIA ST,-122.424623480779,37.7766740025224
2010-04-22 18:15:00,ASSAULT,BATTERY,Thursday,MISSION,NONE,1800 Block of MISSION ST,-122.41983289014401,37.7674625261825
2004-01-25 08:40:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,INGLESIDE,NONE,GENEVA AV / EDINBURGH ST,-122.436992419893,37.714577360942
2003-07-24 09:00:00,ASSAULT,THREATS AGAINST LIFE,Thursday,MISSION,"ARREST, BOOKED",600 Block of HAMPSHIRE ST,-122.408055184487,37.7612303499563
2004-06-12 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,PARK,NONE,CLAYTON ST / HAIGHT ST,-122.44857848494,37.76979771688821
2006-09-09 23:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,PARK,NONE,1100 Block of SCOTT ST,-122.43723610190399,37.780334874514104
2011-04-23 02:20:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Saturday,PARK,NONE,1600 Block of GOLDEN GATE AV,-122.438140746783,37.7788324688402
2004-04-17 18:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,CENTRAL,NONE,SUTTER ST / STOCKTON ST,-122.40695866060899,37.7894347629811
2009-07-21 07:10:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,TENDERLOIN,"ARREST, CITED",100 Block of GOLDEN GATE AV,-122.413047972078,37.781911962829795
2005-10-19 13:45:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.40984944165501,37.78327552025671
2006-10-06 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TARAVAL,NONE,1300 Block of 17TH AV,-122.474849731001,37.7627101583588
2013-05-17 06:25:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2013-06-30 11:14:00,FRAUD,CRIMES AGAINST REVENUE & PROPERTY OF STATE,Sunday,BAYVIEW,NONE,2400 Block of GRIFFITH ST,-122.386437671186,37.7191834462785
2007-12-02 05:40:00,ARSON,ARSON,Sunday,SOUTHERN,NONE,400 Block of MINNA ST,-122.40738717209801,37.7810688918781
2015-04-27 11:35:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,"ARREST, BOOKED",0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2009-05-13 13:02:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,MISSION,NONE,1200 Block of 15TH ST,-122.412689745025,37.7668153988578
2003-05-13 12:42:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.40984944165501,37.78327552025671
2004-09-14 14:54:00,ASSAULT,BATTERY,Tuesday,MISSION,NONE,3200 Block of 19TH ST,-122.416472035359,37.760345374629104
2015-04-28 22:00:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,SOUTHERN,NONE,300 Block of HARRISON ST,-122.39157587009899,37.7870647860468
2008-10-28 09:35:00,MISSING PERSON,MISSING JUVENILE,Tuesday,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2005-07-13 03:24:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,RICHMOND,"ARREST, BOOKED",FULTON ST / 38TH AV,-122.498113827265,37.771932428221604
2006-12-29 13:26:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
2015-03-16 19:25:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,SOUTHERN,NONE,0 Block of 4TH ST,-122.404580497913,37.784655160713704
2009-07-25 23:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,TURK ST / CENTRAL AV,-122.44534782845501,37.7788362914544
2014-11-26 22:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,RICHMOND,NONE,700 Block of 35TH AV,-122.49503656783399,37.7748653244871
2007-04-02 15:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,SCOTT ST / GOLDEN GATE AV,-122.436885160867,37.7789371744081
2015-01-20 17:55:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,4TH ST / TOWNSEND ST,-122.394985875925,37.77709095340229
2008-07-13 21:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,0 Block of DEDMAN CT,-122.384907106098,37.7368469604958
2003-03-07 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,BAYVIEW,NONE,400 Block of BURROWS ST,-122.407544978737,37.7278745037778
2006-03-21 00:45:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,INGLESIDE,"ARREST, BOOKED",MISSION ST / OCEAN AV,-122.435385454946,37.7239104470753
2009-09-05 23:35:00,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.419212198636,37.7610244167023
2013-11-25 08:45:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,SOUTHERN,NONE,0 Block of HAWTHORNE ST,-122.39852676091499,37.7853099928246
2005-07-25 22:00:00,MISSING PERSON,MISSING ADULT,Monday,NORTHERN,LOCATED,800 Block of EDDY ST,-122.421667086071,37.7828419848131
2009-08-09 18:10:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2004-10-25 16:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TARAVAL,NONE,21ST AV / IRVING ST,-122.479266773017,37.7634656220055
2011-12-31 17:10:00,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Saturday,TARAVAL,NONE,600 Block of FONT BL,-122.48180648213699,37.7211729656454
2003-05-27 13:45:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,CENTRAL,NONE,COMMERCIAL ST / SANSOME ST,-122.40140644563101,37.79442763920429
2004-01-25 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TARAVAL,NONE,0 Block of UPLAND DR,-122.46278172001301,37.728723276964395
2014-11-25 02:30:00,ASSAULT,CHILD ABUSE (PHYSICAL),Tuesday,BAYVIEW,"ARREST, BOOKED",5800 Block of 3RD ST,-122.394722845179,37.72475609595
2008-11-13 05:03:00,TRESPASS,TRESPASSING,Thursday,INGLESIDE,"ARREST, CITED",0 Block of GLADSTONE DR,-122.420306723417,37.7304026570113
2008-06-11 14:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,NORTHERN,NONE,1500 Block of BAY ST,-122.43253044394,37.8032140328664
2014-04-01 13:47:00,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Tuesday,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.419814593811,37.7658427213372
2011-02-22 11:43:00,ROBBERY,ATTEMPTED ROBBERY COMM. ESTAB. WITH DEADLY WEAPON,Tuesday,MISSION,"ARREST, BOOKED",2300 Block of MISSION ST,-122.41905886810301,37.7594227506297
2007-11-27 13:05:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, CITED",AHERN WY / 6TH ST,-122.403375484722,37.776714070433705
2013-07-26 18:03:00,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Friday,CENTRAL,NONE,900 Block of STOCKTON ST,-122.40792452326099,37.7945175317794
2013-07-11 18:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,NORTHERN,COMPLAINANT REFUSES TO PROSECUTE,1000 Block of LARKIN ST,-122.418484652231,37.7877245364335
2008-06-13 16:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,500 Block of HOWARD ST,-122.397032436528,37.7878246694374
2007-03-07 07:30:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,BAYVIEW,"ARREST, BOOKED",1600 Block of KIRKWOOD AV,-122.390872523812,37.73875194974379
2007-03-09 10:30:00,ASSAULT,BATTERY,Friday,INGLESIDE,"ARREST, CITED",400 Block of ATHENS ST,-122.428967556252,37.7208194144752
2007-11-04 22:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,CENTRAL,"ARREST, CITED",GEARY ST / JONES ST,-122.413174494396,37.786719015554
2006-07-12 02:15:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,BAYVIEW,NONE,CARROLL AV / QUINT ST,-122.40270123025101,37.7302663640551
2005-07-27 04:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,SOUTHERN,NONE,0 Block of 6TH ST,-122.410041631816,37.78195365372571
2004-01-24 23:13:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,"ARREST, CITED",100 Block of 6TH ST,-122.408368579345,37.7807784253732
2011-02-08 07:30:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Tuesday,RICHMOND,NONE,200 Block of ELCAMINODELMAR ST,-122.485827467896,37.7875314572919
2006-08-23 03:04:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,NONE,26TH ST / WISCONSIN ST,-122.39834178209101,37.751053954713996
2009-09-04 18:23:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,NONE,2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2004-07-06 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.432914603466,37.7843533426344
2008-04-20 22:03:00,WEAPON LAWS,POSS OF LOADED FIREARM,Sunday,PARK,"ARREST, CITED",1200 Block of MASONIC AV,-122.44531869267,37.769719061901604
2012-06-11 00:01:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,BAYVIEW,NONE,1300 Block of INGALLS ST,-122.382588718232,37.730465292023894
2011-10-31 06:40:00,WARRANTS,WARRANT ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
2004-03-07 02:31:00,ASSAULT,THREATS AGAINST LIFE,Sunday,INGLESIDE,NONE,600 Block of PRECITA AV,-122.40906536907801,37.7477131831685
2013-09-03 15:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,SOUTHERN,"ARREST, BOOKED",0 Block of 8TH ST,-122.41368455516701,37.7777984628537
2012-05-15 09:00:00,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Tuesday,TARAVAL,NONE,2600 Block of OCEAN AV,-122.47375499171301,37.731854134109
2010-10-10 11:32:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,MISSION,"ARREST, BOOKED",500 Block of DOLORES ST,-122.426153349478,37.7606186794333
2011-08-27 05:01:00,OTHER OFFENSES,RESISTING ARREST,Saturday,NORTHERN,"ARREST, CITED",LAGUNA ST / EDDY ST,-122.427400263419,37.7820565475813
2009-08-04 01:48:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,NORTHERN,NONE,1600 Block of JACKSON ST,-122.42225329956499,37.794091726034395
2010-05-19 16:45:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Wednesday,SOUTHERN,"ARREST, BOOKED",MARKET ST / 7TH ST,-122.41251534135598,37.78047774805079
2007-03-06 12:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,NORTHERN,NONE,600 Block of FELL ST,-122.42854989217501,37.775158016907504
2014-06-11 23:12:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,BAYVIEW,NONE,25TH ST / DEHARO ST,-122.400419418641,37.752075284530896
2013-04-04 02:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,700 Block of HARRISON ST,-122.397814506334,37.7821372491619
2003-03-17 18:36:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,BAYVIEW,NONE,3RD ST / PALOU AV,-122.390971734594,37.73401521810371
2014-02-08 13:30:00,NON-CRIMINAL,LOST PROPERTY,Saturday,TENDERLOIN,NONE,100 Block of POWELL ST,-122.407877787733,37.785968007677496
2012-10-07 13:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,NORTHERN,NONE,2000 Block of FILLMORE ST,-122.433676892244,37.7884461157258
2012-12-28 15:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,INGLESIDE,NONE,600 Block of PRECITA AV,-122.408196138082,37.7480941047928
2009-09-16 00:50:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Wednesday,TARAVAL,NONE,19TH AV / SLOAT BL,-122.475102006298,37.734623708357
2013-03-05 06:46:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Tuesday,TENDERLOIN,"ARREST, CITED",0 Block of GROVE ST,-122.415642487855,37.7788323158792
2005-11-16 10:30:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,BAYVIEW,NONE,1100 Block of SILVER AV,-122.41357275576401,37.7297190859367
2004-05-24 09:00:00,NON-CRIMINAL,AIDED CASE,Monday,TARAVAL,NONE,2000 Block of 44TH AV,-122.503004856576,37.7483750195183
2007-08-23 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,400 Block of GROVE ST,-122.42399180727199,37.777652302827796
2009-03-07 00:01:00,OTHER OFFENSES,FALSE PERSONATION,Saturday,INGLESIDE,PROSECUTED BY OUTSIDE AGENCY,100 Block of PERU AV,-122.42846626191799,37.7280772952992
2007-11-29 15:35:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,TARAVAL,NONE,400 Block of SARGENT ST,-122.466676958213,37.7161650273626
2004-12-07 06:20:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,CENTRAL,NONE,700 Block of POST ST,-122.41420144235,37.7876109394648
2014-05-04 02:48:00,OTHER OFFENSES,RESISTING ARREST,Sunday,MISSION,"ARREST, BOOKED",1400 Block of SOUTH VAN NESS AV,-122.41609864142201,37.7499521390889
2008-05-26 13:49:00,WARRANTS,WARRANT ARREST,Monday,NORTHERN,"ARREST, BOOKED",IVY ST / POLK ST,-122.418140319493,37.777969080659496
2012-06-02 07:30:00,STOLEN PROPERTY,"STOLEN ACCESS CARD, POSSESSION",Saturday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2006-04-17 00:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,POLK ST / BROADWAY ST,-122.421772135304,37.79594615319579
2003-08-23 14:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-10-17 10:18:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Monday,BAYVIEW,"ARREST, BOOKED",900 Block of BAY SHORE BL,-122.403987368489,37.7318036863895
2015-04-28 18:22:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2010-05-19 15:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,SOUTHERN,NONE,1300 Block of MISSION ST,-122.415757039196,37.7754692820041
2008-02-22 01:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,600 Block of RHODEISLAND ST,-122.402194894626,37.761581937931396
2012-06-13 02:45:00,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,MISSION,"ARREST, CITED",SOUTH VAN NESS AV / 19TH ST,-122.417028392106,37.7603656931573
2003-10-17 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,1500 Block of THOMAS AV,-122.390412274884,37.7298480138652
2010-05-19 12:08:00,OTHER OFFENSES,RESISTING ARREST,Wednesday,BAYVIEW,"ARREST, CITED",3RD ST / REVERE AV,-122.391522893042,37.7324323864471
2015-04-19 12:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE,100 Block of GERMANIA ST,-122.431013155567,37.7706576587834
2005-04-06 18:07:00,ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40953666269199,37.78269112134721
2008-03-05 17:02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.419331147814,37.76226433574229
2013-12-01 05:25:00,ASSAULT,THREATS AGAINST LIFE,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of DAKOTA ST,-122.395513264888,37.7536178531447
2007-05-03 16:10:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,BAY ST / KEARNY ST,-122.407149304657,37.806426731679004
2013-07-14 20:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,RICHMOND,NONE,CALIFORNIA ST / 27TH AV,-122.48714937387899,37.7837840922388
2013-05-18 02:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2011-07-29 08:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,BAYVIEW,NONE,1400 Block of HUDSON AV,-122.38513509507601,37.7383338978754
2006-08-12 22:41:00,WEAPON LAWS,LOITERING WHILE CARRYING CONCEALED WEAPON,Saturday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.41371122073,37.7796660426062
2012-06-16 11:45:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,SOUTHERN,NONE,HOWARD ST / 5TH ST,-122.404934413339,37.781498721321796
2007-01-22 09:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076
2010-11-20 21:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,HANCOCK ST / SANCHEZ ST,-122.430497958093,37.7603573543661
2003-12-13 01:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,RICHMOND,NONE,2ND AV / CLEMENT ST,-122.460138881183,37.7831347283268
2007-02-09 07:30:00,MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2014-09-02 11:45:00,WARRANTS,WARRANT ARREST,Tuesday,CENTRAL,"ARREST, BOOKED",UNION ST / CASTLE ST,-122.405242645367,37.800933546861295
2003-03-07 12:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,4TH ST / HARRISON ST,-122.399617558789,37.7807906549838
2011-08-11 21:44:00,WARRANTS,WARRANT ARREST,Thursday,MISSION,"ARREST, BOOKED",2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2005-05-19 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.392082305363,37.781845772233794
2009-01-05 16:18:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,TARAVAL,"ARREST, BOOKED",BROAD ST / PLYMOUTH AV,-122.456050465866,37.7131938450626
2014-09-21 13:34:00,OTHER OFFENSES,HARASSING PHONE CALLS,Sunday,TENDERLOIN,NONE,0 Block of MASON ST,-122.409268441444,37.7837998723601
2005-07-14 17:05:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Thursday,INGLESIDE,"ARREST, BOOKED",5100 Block of MISSION ST,-122.440659593804,37.7168235156302
2010-09-25 13:30:00,MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2011-09-19 09:45:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, CITED",9TH ST / MARKET ST,-122.416293820935,37.777493677735
2011-04-06 04:20:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,TARAVAL,"ARREST, BOOKED",2100 Block of 31ST AV,-122.48893927283501,37.7471242387792
2005-01-14 23:00:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / ELLIS ST,-122.41443315507,37.7846576329026
2012-01-26 17:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,NORTHERN,NONE,1500 Block of STEINER ST,-122.43452664498501,37.7836191624592
2006-04-22 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,100 Block of HAYES ST,-122.418895247572,37.7774579759625
2004-10-03 08:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
