,F,TSLA,GOOG,IBM,AAPL
2017-10-03,11.5772,348.14,957.79,140.8093,152.179
2017-10-04,11.5397,355.01,951.68,140.5215,151.1939
2017-10-05,11.4927,355.33,969.96,140.7517,153.0754
2017-10-06,11.549,356.88,978.89,140.5215,152.9868
2017-10-09,11.5772,342.94,977.0,141.3945,153.5187
2017-10-10,11.6241,355.59,972.6,142.4593,153.5778
2017-10-11,11.6147,354.6,989.25,141.6151,154.2182
2017-10-12,11.3708,355.68,987.83,141.0491,153.6764
2017-10-13,11.3051,355.57,989.68,141.1163,154.6516
2017-10-16,11.3708,350.6,992.0,140.8573,157.4986
2017-10-17,11.5115,355.75,992.18,140.5791,158.0798
2017-10-18,11.4365,359.65,992.81,153.0407,157.3803
2017-10-19,11.474,351.81,984.45,154.3549,153.6567
2017-10-20,11.493,345.1,988.2,155.4773,153.9226
2017-10-23,11.436,337.02,968.45,153.0598,153.8438
2017-10-24,11.5785,337.34,970.54,149.5391,154.76
2017-10-25,11.4645,325.84,973.33,147.2511,154.0802
2017-10-26,11.6545,326.17,972.56,147.3519,155.0654
2017-10-27,11.455,320.87,1019.27,147.4286,160.6213
2017-10-30,11.493,320.08,1017.11,148.081,164.2367
2017-10-31,11.6545,331.53,1016.64,147.7932,166.5221
2017-11-01,11.7304,321.08,1025.5,147.7644,164.4041
2017-11-02,11.7969,299.26,1025.58,147.112,165.606
2017-11-03,11.7399,306.09,1032.48,145.414,169.9306
2017-11-06,11.7114,302.78,1025.9,144.7041,171.6545
2017-11-07,11.55,306.05,1033.33,145.1934,172.2062
2017-11-08,11.455,304.39,1039.85,145.4045,173.6149
2017-11-09,11.436,302.99,1031.26,145.6272,173.2602
2017-11-10,11.4075,302.99,1028.07,144.5227,172.6868
2017-11-13,11.55,315.4,1025.75,143.7863,171.9948
2017-11-14,11.417,308.7,1026.0,144.2611,169.3946
2017-11-15,11.398,311.3,1020.91,142.5267,167.1603
2017-11-16,11.436,312.5,1032.5,144.4839,169.1574
2017-11-17,11.4075,315.05,1019.09,144.3386,168.2181
2017-11-20,11.5215,308.74,1018.38,145.8307,168.0501
2017-11-21,11.512,317.81,1034.49,147.2259,171.1742
2017-11-22,11.4645,312.6,1035.96,147.0515,172.9735
2017-11-24,11.493,315.55,1040.61,147.1194,172.9834
2017-11-27,11.5025,316.81,1054.21,147.255,172.1134
2017-11-28,11.5975,317.55,1047.41,147.7298,171.105
2017-11-29,11.9299,307.54,1021.66,148.7762,167.5558
2017-11-30,11.8919,308.85,1021.41,149.1831,169.8988
2017-12-01,11.9489,306.53,1010.17,149.9486,169.1079
2017-12-04,11.9964,305.2,998.68,151.5957,167.8721
2017-12-05,11.8064,303.7,1005.15,150.5202,167.7139
2017-12-06,11.7589,313.26,1018.38,149.3091,167.0911
2017-12-07,11.9014,311.24,1030.93,148.7956,167.3976
2017-12-08,11.9774,315.13,1037.05,149.997,167.447
2017-12-11,11.9489,328.91,1041.1,150.5784,170.7095
2017-12-12,11.9679,341.03,1040.48,151.867,169.7505
2017-12-13,11.9964,339.03,1040.61,149.125,170.3141
2017-12-14,11.8349,337.89,1049.15,149.2122,170.2646
2017-12-15,11.9489,343.45,1064.19,147.7588,171.9948
2017-12-18,12.0249,338.87,1077.14,148.563,174.417
2017-12-19,12.0534,331.1,1070.68,148.4661,172.5583
2017-12-20,12.0819,328.98,1064.95,148.1949,172.3705
2017-12-21,11.9964,331.66,1063.63,146.7899,173.023
2017-12-22,11.9489,325.2,1060.12,147.7588,173.023
2017-12-26,11.9679,317.29,1056.74,148.0786,168.6334
2017-12-27,11.8729,311.64,1049.37,148.3693,168.663
2017-12-28,11.9489,315.36,1048.14,149.251,169.1376
2017-12-29,11.8634,311.35,1046.4,148.6502,167.3086
